,mean,std,cv
rst1317.jsonl.gz,1.0,0.0,0.0
disqus_5PyM39kFV4.jsonl.gz,1.0,0.0,0.0
valtilson.jsonl.gz,1.0,0.0,0.0
DKMOUNTAIN.jsonl.gz,1.0,0.0,0.0
wolfram_and_hart.jsonl.gz,1.0,0.0,0.0
timcallaway.jsonl.gz,1.0,0.0,0.0
small_deer.jsonl.gz,4.5,0.7071067811865476,0.15713484026367724
disqus_E12hOQjPEN.jsonl.gz,3.3333333333333335,0.5773502691896258,0.17320508075688776
Jekabzeel.jsonl.gz,1.0416666666666667,0.2041241452319315,0.19595917942265423
Maddie03.jsonl.gz,3.5,0.7071067811865476,0.20203050891044216
yolatrendoid.jsonl.gz,3.5,0.7071067811865476,0.20203050891044216
johnmajka.jsonl.gz,3.5,0.7071067811865476,0.20203050891044216
jeffkeck.jsonl.gz,3.5,0.7071067811865476,0.20203050891044216
ecleticmamasita.jsonl.gz,3.5,0.7071067811865476,0.20203050891044216
disqus_ExQxtgGZT0.jsonl.gz,3.5,0.7071067811865476,0.20203050891044216
eyeswideopen_icu.jsonl.gz,3.5,0.7071067811865476,0.20203050891044216
disqus_uphMhnMCYO.jsonl.gz,7.333333333333333,1.5275252316519465,0.20829889522526546
disqus_xayuJUKGZP.jsonl.gz,1.05,0.22360679774997902,0.21295885499998002
tuomoaalto.jsonl.gz,2.6666666666666665,0.5773502691896258,0.2165063509461097
disqus_U72bI2Bv6R.jsonl.gz,2.6666666666666665,0.5773502691896258,0.2165063509461097
WhiskeyMaker.jsonl.gz,1.0526315789473684,0.22941573387056174,0.21794494717703367
disqus_HWTXmME57D.jsonl.gz,1.0526315789473684,0.22941573387056174,0.21794494717703367
raccoonradio.jsonl.gz,2.25,0.5,0.2222222222222222
augustinovac.jsonl.gz,2.25,0.5,0.2222222222222222
crinedel.jsonl.gz,1.0555555555555556,0.23570226039551584,0.22329687826943606
odking.jsonl.gz,1.0555555555555556,0.23570226039551584,0.22329687826943606
keithwoodard.jsonl.gz,2.4,0.5477225575051661,0.2282177322938192
stephentassio.jsonl.gz,2.4,0.5477225575051661,0.2282177322938192
jamestugs.jsonl.gz,1.0588235294117647,0.242535625036333,0.22906142364542562
yaacov_ben_moshe.jsonl.gz,1.0588235294117647,0.242535625036333,0.22906142364542562
brian_in_arizona.jsonl.gz,1.0588235294117647,0.242535625036333,0.22906142364542562
death2pcness.jsonl.gz,2.5,0.5773502691896257,0.2309401076758503
BEAM.jsonl.gz,1.0625,0.25,0.23529411764705882
disqus_NZlY8aVEgn.jsonl.gz,1.0625,0.25,0.23529411764705882
alexzarkadas.jsonl.gz,1.0625,0.25,0.23529411764705882
IBURMP.jsonl.gz,1.0625,0.25,0.23529411764705882
disqus_RK7r0JLW0P.jsonl.gz,1.0625,0.25,0.23529411764705882
legatus_legionis.jsonl.gz,1.0625,0.25,0.23529411764705882
tiredturtle.jsonl.gz,1.0666666666666667,0.25819888974716115,0.2420614591379636
PistolPeterson.jsonl.gz,1.0666666666666667,0.25819888974716115,0.2420614591379636
disqus_WcoZOCSsjg.jsonl.gz,1.0666666666666667,0.25819888974716115,0.2420614591379636
dianeharrisday.jsonl.gz,1.0666666666666667,0.25819888974716115,0.2420614591379636
cjleete.jsonl.gz,1.0714285714285714,0.26226526415648105,0.24478091321271564
lefthates.jsonl.gz,2.3333333333333335,0.5773502691896258,0.24743582965269678
vernonaldrich.jsonl.gz,2.3333333333333335,0.5773502691896258,0.24743582965269678
jodyalbritton.jsonl.gz,2.3333333333333335,0.5773502691896258,0.24743582965269678
HS347.jsonl.gz,2.3333333333333335,0.5773502691896258,0.24743582965269678
scotoz.jsonl.gz,2.3333333333333335,0.5773502691896258,0.24743582965269678
midnite_rider.jsonl.gz,2.3333333333333335,0.5773502691896258,0.24743582965269678
disqus_vdrDYOC9x0.jsonl.gz,2.3333333333333335,0.5773502691896258,0.24743582965269678
skinzed.jsonl.gz,2.3333333333333335,0.5773502691896258,0.24743582965269678
disqus_tXfoUrr68G.jsonl.gz,2.3333333333333335,0.5773502691896258,0.24743582965269678
passionateamerican.jsonl.gz,2.3333333333333335,0.5773502691896258,0.24743582965269678
Cheekygrrl.jsonl.gz,1.8,0.4472135954999579,0.24845199749997662
disqus_tuSsZ6j2LX.jsonl.gz,1.8,0.4472135954999579,0.24845199749997662
cfabz.jsonl.gz,1.8,0.4472135954999579,0.24845199749997662
stephaniesnyderstaker.jsonl.gz,1.0714285714285714,0.26726124191242434,0.24944382578492938
vongoh.jsonl.gz,1.0714285714285714,0.26726124191242434,0.24944382578492938
lbrack.jsonl.gz,1.0714285714285714,0.26726124191242434,0.24944382578492938
steeko.jsonl.gz,1.0714285714285714,0.26726124191242434,0.24944382578492938
welshcorgi.jsonl.gz,1.0714285714285714,0.26726124191242434,0.24944382578492938
Smushfacepoopyhead.jsonl.gz,1.0714285714285714,0.26726124191242434,0.24944382578492938
dimitriledkovsky.jsonl.gz,1.0714285714285714,0.26726124191242434,0.24944382578492938
disqus_yQiu88TdS4.jsonl.gz,1.0714285714285714,0.26726124191242434,0.24944382578492938
chriscassone.jsonl.gz,1.0714285714285714,0.2672612419124244,0.24944382578492943
jwest.jsonl.gz,1.0714285714285714,0.2672612419124244,0.24944382578492943
dbdel.jsonl.gz,8.5,2.1213203435596424,0.24956709924231088
jasonunwin.jsonl.gz,1.08,0.2768874620972691,0.2563772797196936
scottbunner.jsonl.gz,1.08,0.2768874620972691,0.2563772797196936
zonedr.jsonl.gz,1.0769230769230769,0.2773500981126146,0.2575393768188564
joejmz.jsonl.gz,1.0769230769230769,0.2773500981126146,0.2575393768188564
Qtztutz.jsonl.gz,1.0769230769230769,0.2773500981126146,0.2575393768188564
miso_mercy.jsonl.gz,1.0769230769230769,0.2773500981126146,0.2575393768188564
ShellyinSB.jsonl.gz,1.0769230769230769,0.2773500981126146,0.2575393768188564
altmail.jsonl.gz,1.0769230769230769,0.2773500981126146,0.2575393768188564
Juan_Freeman.jsonl.gz,1.0769230769230769,0.2773500981126146,0.2575393768188564
jimmyfleck.jsonl.gz,1.0769230769230769,0.2773500981126146,0.2575393768188564
sua_sponte.jsonl.gz,1.0769230769230769,0.2773500981126146,0.2575393768188564
DrRGP.jsonl.gz,1.0769230769230769,0.2773500981126146,0.2575393768188564
tee_teehee.jsonl.gz,1.0769230769230769,0.2773500981126146,0.2575393768188564
progunmike.jsonl.gz,1.0769230769230769,0.2773500981126146,0.2575393768188564
paulbartomioli.jsonl.gz,1.0769230769230769,0.2773500981126146,0.2575393768188564
lvbgrks.jsonl.gz,1.0769230769230769,0.2773500981126146,0.2575393768188564
alberthodges.jsonl.gz,1.75,0.4629100498862757,0.26452002850644324
js271951.jsonl.gz,1.75,0.4629100498862757,0.26452002850644324
disqus_OepK0v6dSf.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
disqus_JVq3ELNyNn.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
major_infidel.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
PANTTERA.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
martintfre.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
sandidad.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
hoodaddy.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
disqus_QCB6U8Pgax.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
wattsupstupid.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
gespin3549.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
disqus_tKpt5i0SL3.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
alanbrunner.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
ram1020.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
robert_stafford.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
AZBrotherJ.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
NCO77.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
Zumkopf.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
disqus_KfcLtNs5YR.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
jrbai.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
disqus_Sx9yEW3qGE.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
disqus_IjtVqKndtQ.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
bobdriller.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
disqus_t2lQb4U2Rv.jsonl.gz,1.0833333333333333,0.28867513459481287,0.2664693550105965
TruthHonestReality.jsonl.gz,3.0,0.816496580927726,0.2721655269759087
biroboru.jsonl.gz,3.0,0.816496580927726,0.2721655269759087
melodycorrea.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
disqus_JVZXWjSIIj.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
slimjim57.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
disqus_WPOgPKP8Y0.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
disqus_4P4gVMj1wR.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
disqus_0qzmStpfJj.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
disqus_phhzbVFynk.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
disqus_5guYZ7YpeY.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
deanhaskins.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
disqus_qiUNheyqSl.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
austindance.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
MFrank4.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
andypoole.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
flatulentfred.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
jesselaird.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
borgteam.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
disqus_UCYvecdopk.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
aNativeTexan.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
jerzy_pawlowski.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
joegiant.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
jimdally.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
Mightyhunterhaha.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
disqus_1Nt08511Vw.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
ItsMyUsername.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
cordycord.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
autmnwnd.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
cobrarog.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
whwiv.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
LloydieB.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
WadeHudgins.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
palmercottrell.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
roger_parks.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
MontanaSon.jsonl.gz,1.0909090909090908,0.30151134457776363,0.27638539919628335
majorstevens.jsonl.gz,78.21794871794872,21.665489606594168,0.2769887214086781
gcurtis44.jsonl.gz,1.1,0.3077935056255462,0.2798122778414056
221ntz.jsonl.gz,1.1,0.30779350562554625,0.27981227784140567
mayorboob.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
brian_kelso.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
disqus_fxyIdjVLsu.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
yeyem.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
disqus_XaJhphz5bc.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
endersdragon.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
mariamorrill.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
disqus_65wyYzE0Vk.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
rwferris.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
bigcity157.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
disqus_UxLtIHPgxw.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
cinnamonchic.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
gnemalie.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
disqus_VgG1SS56WU.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
herbygee.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
mountainbrew.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
disqus_lhpvriV0PY.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
virsec99.jsonl.gz,10.0,2.8284271247461903,0.282842712474619
timeforbetter.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
Ashley48.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
bohemond_of_taranto.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
kesey3.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
Bink_of_the_North_Village.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
lindajgarrisonbowmanfluke.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
disqus_vG4R3ojAU8.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
Acadiacoons.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
NeriumRecruiter.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
disqus_BNmUTNzWcB.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
disqus_erACloSshH.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
markfyten.jsonl.gz,2.5,0.7071067811865476,0.282842712474619
disqus_SpfynMioss.jsonl.gz,1.7142857142857142,0.4879500364742666,0.28463752127665554
jamesbenchia.jsonl.gz,1.7142857142857142,0.4879500364742666,0.28463752127665554
jbiggs47.jsonl.gz,1.105263157894737,0.3153017676423058,0.28527302786684805
thebeeishorrid.jsonl.gz,1.105263157894737,0.3153017676423058,0.28527302786684805
oledriller.jsonl.gz,1.105263157894737,0.3153017676423058,0.28527302786684805
jeffforslund.jsonl.gz,1.105263157894737,0.3153017676423058,0.28527302786684805
Jimtalb.jsonl.gz,1.75,0.5,0.2857142857142857
disqus_WvrfQi686g.jsonl.gz,1.75,0.5,0.2857142857142857
disqus_V1QoxAheFY.jsonl.gz,1.75,0.5,0.2857142857142857
Beatlebaum.jsonl.gz,1.75,0.5,0.2857142857142857
lizwojcik.jsonl.gz,1.75,0.5,0.2857142857142857
disqus_2peCcauZ3o.jsonl.gz,1.75,0.5,0.2857142857142857
disqus_XJndbUV7zi.jsonl.gz,1.75,0.5,0.2857142857142857
Bonegrinder.jsonl.gz,1.75,0.5,0.2857142857142857
drlisathompson.jsonl.gz,1.75,0.5,0.2857142857142857
disqus_ckkoPtiuVe.jsonl.gz,1.75,0.5,0.2857142857142857
vocalpatriot.jsonl.gz,1.75,0.5,0.2857142857142857
americanpatriotparty.jsonl.gz,1.75,0.5,0.2857142857142857
wink1026.jsonl.gz,1.75,0.5,0.2857142857142857
taltamir.jsonl.gz,1.75,0.5,0.2857142857142857
jessica_quick.jsonl.gz,3.5,1.0,0.2857142857142857
PIQscore.jsonl.gz,1.75,0.5,0.2857142857142857
andrewbbgmailcom.jsonl.gz,1.75,0.5,0.2857142857142857
whatyouseeisafraud.jsonl.gz,1.75,0.5,0.2857142857142857
PattiegoestoWashington.jsonl.gz,1.75,0.5,0.2857142857142857
disqus_WAjNWbmRXA.jsonl.gz,5.333333333333333,1.5275252316519465,0.28641098093474
disqus_nasyXz7hv9.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
rowdymatt.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
disqus_NDKyM3mAnM.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
marcheatherington.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
dorinemckinnon.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
tryingtowakeyouup.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
sjwhitey.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
mishkacoats.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
dennislchapman.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
19Robes50.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
cristina_scheeler.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
frankjackfiamingo.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
caliber897.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
bobnj1.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
paulhofmann.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
HaroldAMaio.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
disqus_TE6Br3aBCj.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
sanseidesu.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
trinko.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
disqus_x6u6bZ4cCb.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
adrianhavill.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
mikecoster.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
disqus_8gFO7NUcc8.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
martinitime1975.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
douglasgray.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
Paul454.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
disqus_ZOLCuZ3HSj.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
martin_johnson.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
lovestoread.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
allenrogers.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
xarias.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
Barmixer.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
raz_0.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
Beardog1763.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
edgy01.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
markclose.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
kennethallendonaldson.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
Angelfan_Dan.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
dssonance.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
feedurhead.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
disqus_gGlQqOaxUz.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
disqus_YpoGBnZZ2H.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
disqus_AUYpxOcVrc.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
James_Page.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
disqus_dvqgOJfvln.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
Thrasybulos.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
davegoush.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
mistermandm.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
msglaigaie.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
disqus_ykgxyXU9ll.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
bullamakanka.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
Faithkills.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
grinlap.jsonl.gz,1.1,0.31622776601683794,0.28747978728803447
